cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18,cat_19,cat_20,cat_21,cat_22,cat_23,cat_24,cat_25,cat_26,cat_27,cat_28,cat_29,cat_30,cat_31,cat_32,cat_33,cat_34,cat_35,cat_36
0,1,1,1,1,1,1,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4
0,1,1,1,1,1,1,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4
0,1,1,1,1,1,1,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,4
0,1,1,1,1,1,5,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4
0,1,1,1,1,1,5,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4
0,1,1,1,1,1,5,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,4
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,5,1,5,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,1,1,5,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,5,1,5,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,1,5,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,1,5,5,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,5,5,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,1,5,1,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,5,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,5,5,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,5,1,5,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,1,5,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,5,1,1,1,1,1,1,1,5,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,4,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,5,5,5,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,5,5,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5
0,1,1,1,5,1,5,1,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,5,5,1,1,5,1,1,3,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,3,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,5,1,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,5,5,5,1,1,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,1,5,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,5,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,5,5,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,5,5,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,5,5,5,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,5,5,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,1,5,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,1,5,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,5,5,5,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,1,2,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,5,5,5,1,1,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,5,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,5,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5
0,1,1,1,1,1,5,1,1,1,5,1,5,3,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,5,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,5,3,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,1,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
0,1,1,1,1,1,5,1,1,1,5,1,5,2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
1,5,1,1,1,1,1,1,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,1,4
1,5,1,1,1,5,1,1,1,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,5,1,4
1,5,5,1,1,1,1,1,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,5,1,1,5,5,1,1,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,5,1,1,1,5,1,1,1,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,1,4
1,5,1,1,1,5,1,1,1,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,5,5,4
1,5,5,1,1,1,1,1,1,1,1,5,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,5,1,1,5,5,1,1,1,1,1,5,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,5,1,1,1,5,1,1,1,5,1,5,1,2,1,4,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,1,4
1,5,1,1,1,5,1,1,1,5,1,5,1,2,1,4,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,5,5,1,1,1,1,1,1,1,1,5,1,2,1,0,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,4
1,5,1,1,5,5,1,1,1,1,1,5,1,2,1,0,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,4
1,5,1,1,1,5,1,1,1,5,1,5,1,2,1,0,1,1,1,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,4
1,5,5,1,1,1,1,1,1,1,1,5,1,2,1,0,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,5,1,5,5,5,1,1,1,2,1,4,1,1,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,5,1,5,5,5,1,5,1,2,1,0,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,1,1,5,5,5,1,5,1,2,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,4,1,5,5,1,1,1,1,5,5,1,5,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,1,1,1,1,5,1,5,1,2,1,4,1,5,5,1,1,1,5,5,1,1,5,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,5,5,5,1,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,5,1,1,5,1,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,5,1,5,1,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,1,1,5,5,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,5,1,5,5,5,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,1,5,5,1,1,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,5,5,5,1,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,5,1,5,1,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,1,5,5,1,1,1,1,5,1,2,1,0,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,1,5,5,1,1,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,5,5,5,1,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,5,5,5,1,5,1,5,1,2,1,4,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,1,4
1,5,1,1,1,5,5,5,1,5,1,5,1,2,1,4,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,5,5,1,1,1,1,5,1,2,1,0,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,1,1,1,1,5,5,5,5,5,1,5,1,2,1,0,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,1,5,5,5,5,1,5,1,2,1,4,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,1,4
1,1,1,1,5,1,5,5,5,5,1,5,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,4
1,1,1,1,5,1,5,5,5,5,1,5,1,2,1,4,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,1,1,1,5,5,5,5,5,5,1,1,1,2,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,5,1,5,5,5,5,1,5,1,2,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,1,5,5,5,5,5,1,5,1,2,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,5,5,5,5,5,1,5,1,2,1,0,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,5,5,5,5,5,1,5,1,2,1,0,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,1,5,5,5,5,5,1,5,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,4
1,5,1,1,1,5,5,5,5,5,1,5,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,5,1,1,1,5,5,5,5,5,1,5,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,4
1,5,1,1,1,5,5,5,5,5,1,5,1,2,1,4,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,4
1,1,1,1,5,1,5,5,5,5,1,5,1,2,1,4,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,1,1,1,1,5,5,5,5,5,1,1,1,2,1,4,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,5,1,1,1,5,5,5,5,5,1,5,1,2,1,0,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,4
1,1,1,1,1,1,5,1,1,1,1,5,1,2,1,0,1,5,5,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,1,5,1,1,5,1,5,1,2,1,4,1,5,5,1,1,1,5,5,1,1,5,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,5,1,5,5,5,1,1,1,2,1,4,1,1,5,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,5,1,5,5,5,1,1,1,2,1,4,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,5,5,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,5,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,4,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,4
1,1,1,5,1,5,5,5,1,1,1,1,1,2,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,4
1,1,1,1,5,5,5,1,1,5,1,1,1,2,1,4,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,4
1,1,1,1,5,5,5,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,4
1,1,1,1,5,5,5,5,5,5,1,1,1,2,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,4
1,1,1,1,1,5,5,5,5,5,1,1,1,2,1,4,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,4
1,1,1,1,1,5,5,5,5,5,1,1,1,2,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,5,1,5,1,1,1,5,1,5,1,1,1,1,5,1,1,5,1,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,4
1,1,5,1,1,1,1,1,1,1,1,5,1,3,1,6,5,1,5,1,5,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,4
1,1,1,1,1,1,1,1,1,5,1,5,1,3,1,6,1,1,5,1,5,1,5,1,5,1,5,1,1,1,1,5,1,1,5,5,4
1,1,1,1,1,5,1,1,1,5,1,5,1,3,1,4,1,1,5,1,5,1,5,1,5,1,5,1,1,1,1,5,1,1,5,5,4
1,1,1,1,1,5,1,5,1,1,1,5,1,3,1,6,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,5,1,1,5,5,4
1,1,1,1,1,1,1,1,1,5,1,5,1,3,1,6,1,1,5,1,5,1,5,1,1,1,5,1,1,1,1,5,1,1,5,5,4
1,1,1,1,1,5,1,1,1,5,1,5,1,3,1,4,1,1,5,1,5,1,5,1,1,1,5,1,1,1,1,5,1,1,5,5,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,5,1,4
1,5,1,1,1,5,1,1,1,5,1,5,1,3,1,0,1,1,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,0,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,5,5,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,5,1,1,1,5,1,5,1,1,1,1,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,5,1,1,1,5,1,5,5,1,1,1,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,5,1,1,1,5,1,5,1,1,1,5,1,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,5,1,1,1,5,1,5,1,1,1,5,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,5,1,1,1,1,1,5,5,1,1,1,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,5,1,1,1,1,5,5,5,1,1,1,5,1,1,5,1,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,5,5,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,5,1,1,5,5,4
1,5,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,5,1,1,1,1,1,5,1,5,1,1,1,5,5,1,1,5,5,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,5,1,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,1,5,1,1,1,5,1,5,1,1,1,1,5,1,1,1,1,4
1,1,5,1,1,1,1,1,1,1,1,5,1,3,1,6,5,1,1,1,5,1,1,1,5,1,5,1,1,1,1,5,1,1,5,1,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,5,1,1,1,1,5,1,5,1,1,1,5,5,1,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,5,5,1,1,1,5,1,5,1,1,1,5,5,1,1,1,1,4
1,1,5,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,5,5,1,1,1,5,1,5,1,1,1,5,5,1,1,1,1,4
1,1,1,1,1,5,1,5,1,1,1,5,1,3,1,6,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,4
1,1,5,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,5,5,1,4
1,1,5,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,5,1,1,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,4
1,1,5,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,4
1,1,5,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,4
1,1,1,1,1,5,1,5,1,1,1,5,1,3,1,6,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4
1,1,1,1,1,1,1,5,1,1,1,5,1,3,1,6,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,4
1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,5,1,4
1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,1,5,1,1,1,5,1,5,1,1,1,1,5,1,1,5,5,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,4,1,1,1,5,1,1,1,1,5,1,5,1,1,1,5,5,1,1,1,5,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,5,1,1,1,1,5,1,5,1,1,1,5,5,1,1,1,5,4
1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,6,1,1,1,5,5,1,1,1,5,1,5,1,1,1,5,5,1,1,1,5,4
1,1,1,1,1,1,1,1,1,5,1,5,1,3,1,6,1,1,1,1,5,1,5,1,5,1,5,1,1,1,1,5,1,1,5,5,4
1,1,1,1,1,1,1,1,1,5,1,5,1,3,1,4,1,1,1,1,5,1,5,1,5,1,5,1,1,1,1,5,1,1,1,5,4
1,1,1,1,1,1,1,5,1,5,1,5,1,3,1,4,1,1,1,1,5,1,5,1,5,1,5,1,1,1,1,1,1,1,1,5,4
